"1_cauchy","2_cauchy","3_cauchy","1_norm","2_norm","3_norm","1_pois","2_pois","3_pois","1_chisq","2_chisq","3_chisq","1_nbinom_m=10","2_nbinom_m=10","3_nbinom_m=10"
"1",0.344810704297299,-1.17872048797713,0.48013067645685,-1.73440039218814,-0.131385568991166,0.579459811229838,4,7,4,11.9503701609493,0.690653011755807,6.4546157193712,6,2,10
"2",-1.57066103539247,-23.1599778006855,1.07094700042634,-0.449859836997363,-2.02648828128763,-0.287605545237715,7,8,9,7.4895664184234,1.15653683912121,2.37117602901538,5,5,6
"3",-2.12374530625859,-1.54293620811907,-6.88501144063997,1.1846171913158,0.908933282449249,-1.06808371201222,10,3,6,3.09115709836354,8.71873297186204,5.38430870831848,9,4,3
"4",26.865464619906,-4.54950912019489,1.31836855548529,1.96627709702556,0.631939853125782,-0.382184383728971,9,5,6,7.17169037575527,6.9826166678602,5.24990145678044,11,10,11
"5",0.413922085105451,0.928677693164167,1.33660080319335,0.252023225814976,-1.72681385333021,-0.577936791015703,7,5,7,9.25429566191135,3.17372660184253,5.21610869993741,8,4,6
"6",0.262480925738262,2.84025179905296,2.50493898921805,-1.25869128797037,1.02398170221396,-0.365999125663783,5,6,11,9.42830557128992,7.2805063638822,3.13307216231676,2,11,10
"7",-0.295643881230164,0.654809248076774,-4.45903616356935,1.02643646861947,-0.862294154005044,-0.909402756882912,7,6,4,1.50628673477068,3.91792740235673,4.70730427405495,4,10,9
"8",4.50742438587319,-0.28461308357776,4.10898154038795,0.880998590193998,-0.392225088136698,0.249603235114381,2,7,7,6.34998951915638,4.98871938048949,4.84019904463672,17,7,8
"9",-0.0771132038445303,-5.08775464968897,-0.917674699405383,-0.346220241521244,1.43126336167639,1.97963183605601,10,4,5,13.4188924026145,7.66804427342033,7.7617919960468,10,4,11
"10",0.961160830050651,-1.87059168826486,-2.50411719471246,-0.665806868950032,0.57977794280406,-0.0497117633634949,6,5,4,1.23895404207822,6.06805573750227,5.23672194016232,8,2,9
